X,Y,item,device_id,device_id1,Desc_,UpdateDate,UpdateTime,link,Route,ImageName,VideoURL,ORG,latitude,longitude,Type,FID,VideoURL_HB,VideoURL_HD,REGION,RECORDED,COMMON_ID,FUNCTION,Column1
-10201629.16,5115040.377,,59527423,,IC - Kansas Ave @ I-80/380 System IC (33),20251112,120440,,Kansas Ave,IC - Kansas Ave @ I-80/380 System IC (33),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/ictv33lb/playlist.m3u8,IADOT,41.692582,-91.642794,Iowa DOT,247531,,,Iowa City,Y,ICTV33,General,
-10093949.26,5099940.914,,59527448,,WWD - I-280 @ Kimberly Rd (22),20251112,120441,,I-280,WWD - I-280 @ Kimberly Rd (22),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/wwdtv022lb/playlist.m3u8,IADOT,41.591216,-90.675489,Iowa DOT,247550,,,WWD,Y,WWDTV022,WWD,
-10291089.18,5115538.605,,59527441,,I-80 @ MM 197,20251112,120441,,I-80,I-80 @ MM 197,https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/80TV197lb/playlist.m3u8,IADOT,41.695924,-92.446427,Iowa DOT,247552,,,I-80,Y,80TV197,General,
-10185685.43,5114182.626,,59527451,,IC - I-80 @ IA 1 (08),20251112,120441,,I-80,IC - I-80 @ IA 1 (08),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/ictv08lb/playlist.m3u8,IADOT,41.686828,-91.499569,Iowa DOT,247568,,,Iowa City,Y,ICTV08,General,
-10208057.42,5169783.826,,59527455,,WWD - I-380 S @ Tower Terrace Rd (71),20251112,120441,,I-380,WWD - I-380 S @ Tower Terrace Rd (71),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/wwdtv071lb/playlist.m3u8,IADOT,42.058749,-91.70054,Iowa DOT,247572,,,WWD,Y,WWDTV071,WWD,
-10203161.81,5149974.505,,59527465,,CR - US 30 @ Kirkwood Blvd SW (29),20251112,120441,,US 30,CR - US 30 @ Kirkwood Blvd SW (29),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv29lb/playlist.m3u8,IADOT,41.926491,-91.656562,Iowa DOT,247597,,,Cedar Rapids,Y,CRTV29,General,
-10196678.12,5109747.216,,59527468,,IC - US 218 @ Melrose (12),20251112,120441,,US 218,IC - US 218 @ Melrose (12),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/ictv12lb/playlist.m3u8,IADOT,41.657066,-91.598318,Iowa DOT,247605,,,Iowa City,Y,ICTV12,General,
-10095080.6,5101761.88,,59527486,,QC - I-80 @ Co Rd Y48 (15),20251112,120441,,I-80,QC - I-80 @ Co Rd Y48 (15),https://iowadotsfs2.us-east-1.skyvdn.com:443/rtplive/qctv15lb/playlist.m3u8,IADOT,41.603449,-90.685652,Iowa DOT,247614,,,Quad Cities,Y,QCTV15,General,
-10293227.4,5115410.393,,59527489,,I-80 @ MM 196,20251112,120441,,I-80,I-80 @ MM 196,https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/80TV196lb/playlist.m3u8,IADOT,41.695064,-92.465635,Iowa DOT,247617,,,I-80,Y,80TV196,General,
-10205021.85,5165218.391,,59527507,,CR - I-380 @ Collins Rd- North (17),20251112,120441,,I-380,CR - I-380 @ Collins Rd- North (17),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv17lb/playlist.m3u8,IADOT,42.028292,-91.673271,Iowa DOT,247649,,,Cedar Rapids,Y,CRTV17,General,
-10200715.34,5114183.371,,59527522,,IC - US 218 @ South of I-80 (34),20251112,120441,,US 218,IC - US 218 @ South of I-80 (34),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/ictv34lb/playlist.m3u8,IADOT,41.686833,-91.634585,Iowa DOT,247653,,,Iowa City,Y,ICTV34,General,
-10204736.42,5152639.353,,59527529,,WWD - I-380 @ 33rd Ave (12),20251112,120441,,I-380,WWD - I-380 @ 33rd Ave (12),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/wwdtv012lb/playlist.m3u8,IADOT,41.944299,-91.670707,Iowa DOT,247654,,,WWD,Y,WWDTV012,WWD,
-10217080.42,5155457.497,,59527515,,CR - US 30 @ 16th Ave SW (22),20251112,120441,,US 30,CR - US 30 @ 16th Ave SW (22),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv22lb/playlist.m3u8,IADOT,41.963126,-91.781595,Iowa DOT,247663,,,Cedar Rapids,Y,CRTV22,General,
-10204338.23,5162803.075,,59527525,,CR - I-380 @ 32nd St NE (14),20251112,120441,,I-380,CR - I-380 @ 32nd St NE (14),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv14lb/playlist.m3u8,IADOT,42.012173,-91.66713,Iowa DOT,247684,,,Cedar Rapids,Y,CRTV14,General,
-10311462.2,5115575.877,,59527527,,I-80 @ MM 188,20251112,120441,,I-80,I-80 @ MM 188,https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/80TV188lb/playlist.m3u8,IADOT,41.696174,-92.629441,Iowa DOT,247685,,,I-80,Y,80TV188,General,
-10201020.02,5149870.368,,59527533,,WWD - US 30 E @ C St SW (19),20251112,120441,,US 30,WWD - US 30 E @ C St SW (19),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/wwdtv019lb/playlist.m3u8,IADOT,41.925795,-91.637322,Iowa DOT,247693,,,WWD,Y,WWDTV019,WWD,
-10205394.99,5150161.834,,59527538,,WWD - US 30 @ 6th St SW (10),20251112,120441,,US 30,WWD - US 30 @ 6th St SW (10),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/wwdtv010lb/playlist.m3u8,IADOT,41.927743,-91.676623,Iowa DOT,247696,,,WWD,Y,WWDTV010,WWD,
-10204695.35,5154222.033,,59527503,,WWD - I-380 @ Wilson Ave (11),20251112,120441,,I-380,WWD - I-380 @ Wilson Ave (11),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/wwdtv011lb/playlist.m3u8,IADOT,41.954873,-91.670338,Iowa DOT,247703,,,WWD,Y,WWDTV011,WWD,
-10200963.36,5115174.1,,59527543,,IC - I-80 @ I-380 NB Flyover (38),20251112,120441,,I-80,IC - I-80 @ I-380 NB Flyover (38),https://iowadotsfs2.us-east-1.skyvdn.com:443/rtplive/ictv38lb/playlist.m3u8,IADOT,41.693479,-91.636813,Iowa DOT,247705,,,Iowa City,Y,ICTV38,General,
-10212966.72,5164950.292,,59527549,,CR - IA 100 W of Cedar River - MM 5.3 (56),20251112,120441,,IA 100,CR - IA 100 W of Cedar River - MM 5.3 (56),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv56lb/playlist.m3u8,IADOT,42.026503,-91.744641,Iowa DOT,247709,,,Cedar Rapids,Y,CRTV56,General,
-10191369.85,5166329.531,,59527550,,CR - IA 13 @ 7th Ave (52),20251112,120441,,IA 13,CR - IA 13 @ 7th Ave (52),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv52lb/playlist.m3u8,IADOT,42.035706,-91.550633,Iowa DOT,247710,,,Cedar Rapids,Y,CRTV52,General,
-10208153.38,5165364.058,,59527556,,CR - IA 100 @ Edgewood Rd NE (35Q),20251112,120441,,IA 100,CR - IA 100 @ Edgewood Rd NE (35Q),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv35qlb/playlist.m3u8,IADOT,42.029264,-91.701402,Iowa DOT,247716,,,Cedar Rapids,Y,CRTV35Q,General,
-10216332.69,5154602.101,,59527560,,CR - US 30 @ 80th St SW (60Q),20251112,120441,,US 30,CR - US 30 @ 80th St SW (60Q),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv60qlb/playlist.m3u8,IADOT,41.957412,-91.774878,Iowa DOT,247723,,,Cedar Rapids,Y,CRTV60Q,General,
-10200726.81,5115001.17,,59527578,,IC - US 218 NB Ramp to I-80 (32),20251112,120441,,US 218,IC - US 218 NB Ramp to I-80 (32),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/ictv32lb/playlist.m3u8,IADOT,41.692319,-91.634688,Iowa DOT,247736,,,Iowa City,Y,ICTV32,General,
-10204781.62,5154348.072,,59527584,,CR - I-380 @ Wilson Ave SW (07Q),20251112,120441,,I-380,CR - I-380 @ Wilson Ave SW (07Q),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv07qlb/playlist.m3u8,IADOT,41.955715,-91.671113,Iowa DOT,247742,,,Cedar Rapids,Y,CRTV07Q,General,
-10209775.97,5151696.365,,59527589,,WWD - US 30 @ Edgewood Rd (15),20251112,120441,,US 30,WWD - US 30 @ Edgewood Rd (15),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/wwdtv015lb/playlist.m3u8,IADOT,41.937998,-91.715978,Iowa DOT,247756,,,WWD,Y,WWDTV015,WWD,
-10206206.62,5150473.359,,59527591,,CR - US 30 @ W of 6th St SW (27),20251112,120441,,US 30,CR - US 30 @ W of 6th St SW (27),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv27lb/playlist.m3u8,IADOT,41.929825,-91.683914,Iowa DOT,247758,,,Cedar Rapids,Y,CRTV27,General,
-10216343.48,5161018.391,,59527617,,CR - IA 100 @ Ellis Rd - MM 2.8 (58),20251112,120441,,IA 100,CR - IA 100 @ Ellis Rd - MM 2.8 (58),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv58lb/playlist.m3u8,IADOT,42.00026,-91.774975,Iowa DOT,247780,,,Cedar Rapids,Y,CRTV58,General,
-10274820.5,5115562.012,,59527619,,I-80 @ MM 205,20251112,120441,,I-80,I-80 @ MM 205,https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/80TV205lb/playlist.m3u8,IADOT,41.696081,-92.300283,Iowa DOT,247782,,,I-80,Y,80TV205,General,
-10230944.37,5114304.113,,59527604,,I-80 @ MM 225,20251112,120441,,I-80,I-80 @ MM 225,https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/80TV225lb/playlist.m3u8,IADOT,41.687643,-91.906137,Iowa DOT,247794,,,I-80,Y,80TV225,General,
-10203195.98,5150008.619,,59527440,,WWD - US 30 @ Kirkwood Blvd SW - N (16),20251113,175522,,US 30,WWD - US 30 @ Kirkwood Blvd SW - N (16),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/wwdtv016lb/playlist.m3u8,IADOT,41.926719,-91.656869,Iowa DOT,247795,,,WWD,Y,WWDTV016,WWD,
-10203197.99,5149920.042,,59527265,,WWD - US 30 @ Kirkwood Blvd SW - S (17),20251113,175522,,US 30,WWD - US 30 @ Kirkwood Blvd SW - S (17),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/wwdtv017lb/playlist.m3u8,IADOT,41.926127,-91.656887,Iowa DOT,247813,,,WWD,Y,WWDTV017,WWD,
-10204958.62,5165202.805,,59527165,,CR - I-380 @ Collins Rd- South (16),20251112,120439,,I-380,CR - I-380 @ Collins Rd- South (16),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv16lb/playlist.m3u8,IADOT,42.028188,-91.672703,Iowa DOT,247826,,,Cedar Rapids,Y,CRTV16,General,
-10215447.92,5162872.294,,59527166,,CR - IA 100 @ Covington Rd - MM 3.8 (57),20251112,120439,,IA 100,CR - IA 100 @ Covington Rd - MM 3.8 (57),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv57lb/playlist.m3u8,IADOT,42.012635,-91.76693,Iowa DOT,247827,,,Cedar Rapids,Y,CRTV57,General,
-10193240.79,5106247.071,,59527171,,IC - US 218 @ IA 1 (11),20251112,120439,,US 218,IC - US 218 @ IA 1 (11),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/ictv11lb/playlist.m3u8,IADOT,41.63357,-91.56744,Iowa DOT,247832,,,Iowa City,Y,ICTV11,General,
-10208124.99,5165400.775,,59527179,,CR - IA 100 @ Edgewood Rd NE (35),20251112,120439,,IA 100,CR - IA 100 @ Edgewood Rd NE (35),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv35lb/playlist.m3u8,IADOT,42.029509,-91.701147,Iowa DOT,247842,,,Cedar Rapids,Y,CRTV35,General,
-10094156.87,5101639.658,,59527186,,QC - I-80 @ I-280 (16),20251112,120439,,I-80,QC - I-80 @ I-280 (16),https://iowadotsfs2.us-east-1.skyvdn.com:443/rtplive/qctv16lb/playlist.m3u8,IADOT,41.602628,-90.677354,Iowa DOT,247846,,,Quad Cities,Y,QCTV16,General,
-10205299.7,5157336.373,,59527193,,CR - I-380 @ 1st Ave SW (09),20251112,120439,,I-380,CR - I-380 @ 1st Ave SW (09),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv09lb/playlist.m3u8,IADOT,41.975675,-91.675767,Iowa DOT,247859,,,Cedar Rapids,Y,CRTV09,General,
-10202922.03,5133880.467,,59527215,,IC - I-380 @ Iowa River (17),20251112,120439,,I-380,IC - I-380 @ Iowa River (17),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/ictv17lb/playlist.m3u8,IADOT,41.818836,-91.654408,Iowa DOT,247867,,,Iowa City,Y,ICTV17,General,
-10204838.62,5152828.53,,59527219,,CR - I-380 @ 33rd Ave SW (06),20251112,120439,,I-380,CR - I-380 @ 33rd Ave SW (06),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv06lb/playlist.m3u8,IADOT,41.945563,-91.671625,Iowa DOT,247885,,,Cedar Rapids,Y,CRTV06,General,
-10203197.99,5149869.919,,59527222,,WWD - US 30 E @ C St SW (18N),20251112,120439,,US 30,WWD - US 30 E @ C St SW (18N),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/wwdtv018lb/playlist.m3u8,IADOT,41.925792,-91.656887,Iowa DOT,247894,,,WWD,Y,WWDTV018,WWD,
-10201662.34,5117412.785,,59527228,,IC - I-380 @ Oak Hill School (36),20251112,120439,,I-380,IC - I-380 @ Oak Hill School (36),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/ictv36lb/playlist.m3u8,IADOT,41.708494,-91.643092,Iowa DOT,247900,,,Iowa City,Y,ICTV36,General,
-10201129.12,5115222.253,,59527229,,IC - I-380 @ MM 0.2 (03),20251112,120439,,I-380,IC - I-380 @ MM 0.2 (03),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/ictv03lb/playlist.m3u8,IADOT,41.693802,-91.638302,Iowa DOT,247901,,,Iowa City,Y,ICTV03,General,
-10191396.01,5160212.973,,59527232,,CR - IA 13 @ Cottage Grove Pkwy (50),20251112,120439,,IA 13,CR - IA 13 @ Cottage Grove Pkwy (50),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv50lb/playlist.m3u8,IADOT,41.994883,-91.550868,Iowa DOT,247903,,,Cedar Rapids,Y,CRTV50,General,
-10212016.5,5165366.605,,59527238,,CR - IA 100 E of Cedar River - MM 5.7 (55),20251112,120439,,IA 100,CR - IA 100 E of Cedar River - MM 5.7 (55),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv55lb/playlist.m3u8,IADOT,42.029281,-91.736105,Iowa DOT,247909,,,Cedar Rapids,Y,CRTV55,General,
-10212642.67,5152789.317,,59527250,,CR - US 30 @ Williams Blvd SW (24),20251112,120439,,US 30,CR - US 30 @ Williams Blvd SW (24),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv24lb/playlist.m3u8,IADOT,41.945301,-91.74173,Iowa DOT,247917,,,Cedar Rapids,Y,CRTV24,General,
-10288309.75,5115515.199,,59527252,,I-80 @ MM 198,20251112,120439,,I-80,I-80 @ MM 198,https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/80TV198lb/playlist.m3u8,IADOT,41.695767,-92.421459,Iowa DOT,247919,,,I-80,Y,80TV198,General,
-10281187.76,5115438.868,,59527254,,I-80 @ MM 202,20251112,120439,,I-80,I-80 @ MM 202,https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/80TV202lb/playlist.m3u8,IADOT,41.695255,-92.357481,Iowa DOT,247921,,,I-80,Y,80TV202,General,
-10192998.56,5113913.718,,59527266,,IC - I-80 @ 1st Ave (06Q),20251112,120440,,I-80,IC - I-80 @ 1st Ave (06Q),https://iowadotsfs2.us-east-1.skyvdn.com:443/rtplive/ictv06qlb/playlist.m3u8,IADOT,41.685024,-91.565264,Iowa DOT,247944,,,Iowa City,Y,ICTV06Q,General,
-10198818.57,5149951.463,,59527269,,CR - US 30 @ Ivanhoe Rd SW (31),20251112,120440,,US 30,CR - US 30 @ Ivanhoe Rd SW (31),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv31lb/playlist.m3u8,IADOT,41.926337,-91.617546,Iowa DOT,247947,,,Cedar Rapids,Y,CRTV31,General,
-10302921.77,5115647.736,,59527274,,I-80 @ MM 192,20251112,120440,,I-80,I-80 @ MM 192,https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/80TV192lb/playlist.m3u8,IADOT,41.696656,-92.552721,Iowa DOT,247952,,,I-80,Y,80TV192,General,
-10190445.67,5150020.139,,59527285,,CR - US 30 @ IA 13 (34),20251112,120440,,US 30,CR - US 30 @ IA 13 (34),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv34lb/playlist.m3u8,IADOT,41.926796,-91.542331,Iowa DOT,247963,,,Cedar Rapids,Y,CRTV34,General,
-10191353.37,5163933.563,,59527294,,CR - IA 100 @ IA 13 (47),20251112,120440,,IA 100,CR - IA 100 @ IA 13 (47),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv47lb/playlist.m3u8,IADOT,42.019718,-91.550485,Iowa DOT,247977,,,Cedar Rapids,Y,CRTV47,General,
-10206989.86,5115311.85,,59527312,,IC - I-80 @ Half Moon Rd (01),20251112,120440,,I-80,IC - I-80 @ Half Moon Rd (01),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/ictv01lb/playlist.m3u8,IADOT,41.694403,-91.69095,Iowa DOT,248001,,,Iowa City,Y,ICTV01,General,
-10204274.45,5160315.275,,59527316,,CR - I-380 @ H Ave NE (12),20251112,120440,,I-380,CR - I-380 @ H Ave NE (12),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/crtv12lb/playlist.m3u8,IADOT,41.995566,-91.666557,Iowa DOT,248005,,,Cedar Rapids,Y,CRTV12,General,
-10255189.87,5115270.853,,59527422,,I-80 @ MM 214,20251112,120440,,I-80,I-80 @ MM 214,https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/80TV214lb/playlist.m3u8,IADOT,41.694128,-92.123938,Iowa DOT,248021,,,I-80,Y,80TV214,General,
-10204563.88,5158020.401,,59527439,,WWD - I-380 @ 2nd St NE (08),20251112,120440,,I-380,WWD - I-380 @ 2nd St NE (08),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/wwdtv08lb/playlist.m3u8,IADOT,41.980243,-91.669157,Iowa DOT,248028,,,WWD,Y,WWDTV08,WWD,
-10219692.09,5114416.51,,59527629,,IC - I-80 @ Black Hawk Ave NW (27),20251112,120441,,I-80,IC - I-80 @ Black Hawk Ave NW (27),https://iowadotsfs1.us-east-1.skyvdn.com:443/rtplive/ictv27lb/playlist.m3u8,IADOT,41.688397,-91.805056,Iowa DOT,248042,,,Iowa City,Y,ICTV27,General,
